Cena zakupu (netto)
30.77
30.31
25.28
23.32
73.36
40.88
38.8
37.41
9.98
26.71
22.29
31.56
26.11
16.2
25.59
43
21.56
18.41
41.87
24.83
21.27
31.23
24.82
21.76
45.35
29.81
39.76
26.31
18.53
54.85
22.47
38.8
23.09
22.96
33.59
20.92
25.15
28.71
37.54
21.29
23.02
29.07
25.26
86.21
26.59
31.83
26.02
27.18
25.55
36.25
20.66
36.06
35.23
69.11
12.8
14.22
13.81
17.3
12.16
16.12
28.16
20.78
31.36
17.54
16.97
28.43
39.04
3.31
3.78
3.69
20.3
15.6
6.91
6.32
53.02
24.2
90.73
9.61
6.68
15.61
7.84
13.55
8.39
0.55
0.18
0.1
3.65
0.55
2.46
2.03
2.88
8.68
2.27
6.85
6.14
5.7
12.49
25.09
16.79
23.14
89.59
6.76
6.28
6.28
6.28
13.9
9.1
18.82
63
1.84
2.66
2.73
2.28
2.47
2.43
2.87
3.35
1.8
2.97
1.83
2.68
1.66
1.94
5.24
2.85
2.43
5.25
2.37
10.34
7.26
302.95
15.01
17.99
2.11
26.89
11.35
11.57
7.54
9.36
11.44
23.76
9.01
44.21
10.44
44.83
8.89
36.93
11.17
9.24
23.49
18.46
15.93
49.45
41.11
12.23
50
30.09
20.86
14.05
49
13.41
47.19
21.75
73.68
8
7.74
22.16
8.52
33.03
3.78
8.08
8.08
8.08
8.08
8.08
19.51
5.06
5.06
4.58
14.02
19.88
2.49
13.58
45.03
9.39
15.68
58
16.35
12.23
46.51
31.6
112.31
111.36
23.76
75.03
19
77.95
18.03
75.38
9.25
8.56
6.52
20.04
9.04
14.91
14.35
28.59
12.11
43.5
21.94
21.08
83.97
21.4
12.11
9.89
13.95
6.78
76.16
9.06
10.11
8.52
8.52
8.16
12.49
19.32
19.32
8.16
11.03
9.31
23.75
7.43
13.3
7.93
13.83
6.78
6.45
6.51
8.06
7.97
10.27
12.28
10.15
11.49
2.94
3.13
2
3.91
9.36
10.99
14.41
13.02
16.7
16.49
23.46
13.95
14.59
10.79
5.47
9.52
60.38
9.4
17.65
13.08
13.89
10.21
11.87
8.6
7
7
5.82
10.57
5.75
3
4.7
14.05
5.31
8
14.01
10.96
2.76
4.6
11.93
6.77
6.6
16
16
17
17
17.5
17.5
3.97
21.53
17.88
1.6
1.92
3.3
15
10.15
8.4
9.01
12
12
25.59
20.38
66.74
16.06
8.04
46.82
7.51
9.55
10.1
10.08
7.5
9.5
11.41
7.61
11.11
11.84
0.68
12.04
6.28
4.63
4.08
50.41
1.05
7.15
38.55
16.34
10.07
9.18
8.19
8.19
10.79
9.18
8.19
8.19
8.19
8.77
8.77
8.19
9.17
8.19
9.18
7.72
5.08
8.38
2.66
11.78
3.02
9.72
4.23
10.81
3.95
1.34
2.76
2.82
1.34
5.21
5.62
4.64
4.41
6.53
5.98
4.74
5.31
5.8
20.44
9.5
11.2
2.88
0.95
0.52
2.1
2.1
5.26
7.9
0.79
17.73
6.9
10
10.61
7.75
5.19
4.47
3.77
6.4
13.7
14.27
64.54
26.59
14.22
10.52
16.07
13.36
51.91
9.92
7.29
20.24
10.98
38.88
49.43
40.39
0.19
14.59
14.59
3.15
5.71
78.12
92.32
16.8
13.9
5.22
12.93
5.39
12.03
0.02
0.05
17.76
84.5
12.04
71.02
5.29
26.59
10.45
9.5
19.99
26.66
25.84
18.39
29.66
29.7
51.98
31
47.91
51.98
51.47
53.44
20.99
47.91
25.9
14.9
22.15
41.62
20.98
24.53
20.55
40
18.56
32.57
158.29
226.12
141.13
23.33
89.22
20.81
31.39
77.36
13.05
170.73
101.63
101.63
12.23
30.08
8.54
0.28
0.28
0.28
0.28
0.65
0.65
0.65
2.44
2.44
0.1
2.44
1.22
1.79
2.44
3.25
3.22
3.17
3.98
6.91
1.22
1.38
1.5
59.37
73.17
35.77
2.93
53.26
25.22
43.05
12.92
23.98
23.42
11.34
18.29
12.2
10.98
26.15
13.06
0.59
0.81
9.25
6.42
33.15
0.82
42.03
32.05
10.85
7.69
2.29
51.22
16.25
11
7.8
12.5
11.52
20.9
14.55
48
16.33
14
58
18.46
8.5
8.5
62.6
0.36
17.9
47.03
1.11
4.81
17.51
32.87
33
3.29
9.94
11.35
25.91
6.88
7.66
3.1
3.76
3.47
11.94
8.77
8.23
13.93
5.66
6.9
28.59
14.45
8
7.12
9.13
1.53
15.09
14.75
3.46
6.55
7.24
49.11
6.8
7.5
9.95
8.64
12.46
15.37
15.85
18.22
12.48
12.48
19.53
8.31
12.2
8.29
12.48
25.94
8.64
27.68
12.93
22.87
23.97
9
12.01
9.92
10.18
9.09
32.71
57.02
39.12
25.74
11.84
13.9
5.5
23.81
4.25
44.21
19.98
189.69
168.83
130.87
32.66
4.39
15.36
38.28
3.18
60.25
61.73
34.15
8.05
8.05
9.21
6.15
7.74
158.54
5.39
51.59
53.12
10.1
12.9
12.19
10.96
58.3
61.98
38.3
38.31
30.96
10.15
4.88
0.4
3.92
43.66
2.61
2.28
5.81
76.33
42.87
30.36
38.41
33.1
29.1
31.67
21.18
30.36
38.41
18.65
31.71
23.53
29.1
22.4
17.28
14.4
33.66
78.12
15.49
16.7
16.7
5.51
7.86
7.87
18.84
18.1
27.85
13.37
4.38
14.26
45.16
90.27
8.73
9.33
30.67
25.1
17.68
4.97
27.16
3.35
7.21
36.84
32.41
8.2
13.86
2.77
5.55
7.85
20.23
98.37
98.37
22.24
57.78
47.52
34.1
42.03
57.76
31.98
69.34
63.54
161.57
133.06
148.55
175.75
207.21
238.26
245.2
138.3
132.91
299.15
5.07
6.09
14.64
3.83
26.4
30
6
1.5
1
8.02
21.03
4.15
32.87
13.07
11.14
11.67
12.62
9.83
17.16
12.7
11.02
4.26
5.13
5
5.66
4
1.12
1.94
3.21
2.1
2.18
2.24
61.72
32.53
26.18
4.56
10.1
17.8
17.88
6.21
13.11
25.58
72.07
64.87
9.82
5.61
20.59
1.17
6
12.76
18.48
25.34
11.97
50.16
29.92
50.16
54.56
73.04
1.13
5.83
5.6
11.9
25.76
13.55
36.5
56.32
16.77
36.27
12.04
5.49
3.88
12
7.5
183.54
9.8
9.98
10.49
12.07
9.98
11.93
12.75
12.45
16.56
13.72
18.13
15.31
14.65
15.96
18.46
8.66
10.99
13.8
32.87
14.53
9.12
0.59
0.61
25.75
16.36
6.52
155.28
270.57
226.04
17.05
10.61
12.4
21.34
38
38
35.6
6.7
61.5
44
16.38
24.12
20.55
12.08
142.28
17.63
15.15
7.47
17.57
9.79
8.34
11.4
34.36
55.51
33.26
56.03
47.33
61.59
37.67
66.77
11.35
16.56
67.27
0.54
0.58
20.62
19.18
3.67
3.67
3.95
26.11
30.71
13.42
40.61
2.19
17.56
19.27
20.41
13.64
20.35
8.46
9.22
29.11
45.51
23.34
17.74
16.73
21.22
36.95
41.77
23.92
33.33
10.28
13.13
32.42
31.88
15.83
15.48
2.9
3.57
3.11
3.13
3.47
2.1
22.2
21
48.61
52.4
46.39
57.59
17.5
74.92
12.83
17.78
19.5
134.88
228.98
20.71
14.08
11.23
17.71
28.85
97.53
4.42
77.57
1.74
3.54
5.75
0.51
0.49
0.57
0.86
0.51
0.69
0.87
0.61
2.98
2.86
4.58
6.29
6.31
11.44
15.45
25.85
22.31
21.94
54
39.48
40.53
11.78
27.8
40.88
21.8
4.7
5.7
22.07
14.71
4.41
19.81
33.14
13.2
66.76
33.76
51.24
61.29
15.17
16.34
49.08
14.4
18.83
6.11
3.11
26.74
24.8
7.86
2.35
10.26
24.99
10.26
42.28
45
325.46
14.67
10
9.05
147.61
17.37
2.7
0.2
17.08
4.9
87.29
23.59
3.02
7.96
7.34
4.97
4.86
7.75
6.93
7.75
10.26
8.41
12.5
15.28
12.41
24.17
14.51
12.42
14.68
650.42
3.4
46.45
24
56.19
7.82
15.79
9.35
7.47
13.9
13.25
8.52
89.32
7.64
9.34
39.33
29
20.33
73.91
13.22
43.1
43.1
185.25
8.91
30.12
288.57
4.79
16.83
27.5
4.67
15.36
48.78
12.4
8.88
7.94
12.6
11.65
0.9
6.5
0.93
6.1
10.45
4.08
7.58
3.91
5.32
7.5
15.5
53.66
10.42
23.14
134.43
30.9
62.53
74.59
77.46
80.33
38.11
56.91
125.66
142.87
195.75
397.05
299.53
16.36
34.88
8.78
6.5
24.43
19.64
11.96
11.96
24.36
19.98
10.57
43.84
14.02
20.38
19.34
17.29
45.09
7.5
5.6
5.6
8.3
7.5
11.2
10.2
14
12.4
14.82
72.88
130.53
11.75
24.31
22.91
4.6
4.99
20.17
74.25
10
41.5
15.7
17.67
16.8
15.7
16.8
17.67
21.26
12.11
17.58
22.04
16.03
7.56
26.96
23.31
10
37.49
4.7
12
13.33
20.16
18.93
30.95
73.44
29.59
23.2
21.66
17.1
209.72
166.2
1.6
27.08
13.62
43.72
11.42
9.28
11.13
14.03
18.32
10.79
11.42
13.35
6.38
8.17
6.19
8.04
9.2
16.72
8.97
15.42
8.83
16.56
17.09
12.18
19.24
85.98
9.74
20.56
4.1
10.66
7.72
8.95
9.36
14.35
6.4
4.89
135.64
60
50.41
39
59.48
24.86
12.42
27.04
20.6
49.38
40.57
21.68
19.84
13.75
15.04
12.78
12.65
13.72
11.36
7.83
13.79
20.46
17.03
19.37
11.61
12.08
4.43
5.69
7.99
15.95
42.33
15.4
11.96
11.96
4.52
12.16
10.2
12.2
12.97
152.73
114.88
263.48
19.82
2.16
25.34
207.35
261.8
14.4
21.52
32.78
11.41
13.8
12.97
12.01
15.25
16
17
9.57
10.99
43.75
26.51
29.34
7.2
0.39
7.2
6.9
28.94
99.95
12.98
31.3
8.84
2.55
7.05
9.02
9.86
19.34
17.58
44.11
24.45
17.58
19.84
31.73
13.19
17.56
29.9
14.78
14.06
12.74
15.12
14.78
14.78
14.78
14.78
16.4
14.78
12.51
10.33
11.42
23.16
9.8
11.42
11.08
7.25
11.43
12.4
9.33
10.55
10.55
15.15
21.77
5.51
4.59
5.7
10.94
6.43
6.77
2.98
3.78
18.05
13.18
7.91
19.34
20.33
19.98
97.95
88.4
69.54
66.41
86.23
105
88.06
15.32
27.21
6.3
36.25
12.84
0.51
14.4
22.95
4.73
24.1
25.4
4.86
3.78
7.43
4.01
1.31
3.21
70.17
21.41
52.84
40
45
3.6
49.28
29.92
51.04
0.67
50.41
26.85
23.87
54.58
20.07
14.58
3.36
28.66
5.19
39.27
0.18
20.81
13.63
46.79
70.7
160.72
189.56
219.27
23.56
30.29
18.49
25.52
26.88
31.41
19.36
74.8
57.05
18.48
21.09
14.69
15.62
14.15
12.46
33.33
34.15
15.26
12.43
51.95
49.59
14.71
34.42
21
13.29
21.75
23.71
17.34
30.71
7.72
0.66
21.35
13.31
13.31
13.31
30.3
13.37
15.12
8.64
9.94
257.21
8.1
99.37
6.9
30.08
12
9.12
31.18
16.38
68.64
16.89
3.24
7.8
39
20.08
63.25
63.25
30.71
24.31
0.15
0.18
75.28
0.43
8.75
19.65
67
19.95
22.06
0.85
10.09
8.15
5.16
78.05
178.48
12.07
1.21
4.8
4.93
10.7
10.89
83.09
47.97
14.61
13.15
85.32
5.21
23.01
39.06
39.06
39.06
63.38
104.04
28.76
55.29
82.1
84.12
97.39
71.31
4.68
62.08
31.9
5.55
6.11
5.41
6.66
6.03
9.12
7.85
9.65
7.22
7.85
7.22
8.88
7.22
8.5
35.42
22.31
7.69
29.3
19.81
5.97
8.28
104.77
33.28
29.32
18.19
31.76
143.17
37
24.16
268.06
79.98
9.77
45.8
14.06
13.9
8.68
15.75
11.39
96.67
7.16
2.84
1.47
4.16
25.05
1.3
13.66
13.66
13.24
16.77
10.2
27.81
666.67
22.97
15.84
6.5
10.57
44.45
13.01
25.16
3.4
23.61
27.45
53.52
31.95
32.05
32.11
47.97
15.87
9.98
14.45
35.88
16.07
29.42
16.4
69.22
33.51
6.13
39.34
22.95
13.61
15.35
0.09
44.45
71.49
4.26
15.44
37.49
8.47
13.82
65.04
4.01
20.42
10.45
13.82
32
0.96
8.46
26.38
51.84
48.43
298.49
15.15
40
87.45
216.37
0.97
40
5.19
5.19
23.3
5.92
0.79
108.62
84.51
52.54
10.57
10.21
3.42
7.49
21.09
8.65
28.7
63.6
23.06
23.98
59.7
19.51
27.73
17.59
6.56
6.11
11.35
2.37
11.56
91.95
19.18
13.26
2.99
5.26
328.7
7.07
23.27
11.46
16.76
45
50
8.15
18.96
7.35
7.34
29.56
15.88
12.68
29.28
24.52
16.75
123.16
21.03
7.91
9.27
17.58
23.69
10.58
18.99
79.22
161.55
189.58
218.81
13.52
16.8
18.42
10.12
9.76
10.52
45
31.4
31.4
8.13
62.54
6.39
65.68
15.34
8.98
8.46
9.79
4.92
13.35
20.6
9.29
26.83
7.39
15.19
12.2
98.37
50.01
54.46
10.71
5.01
8.12
49.78
9.22
1.7
65.99
68.26
9.33
19.92
19.55
9.36
8.19
9.99
9.99
9.99
2.89
2.89
2.89
17.41
84.46
5.75
38.9
41.11
33.32
37.54
40.19
40.19
36.93
42.63
36.43
264.42
13.33
7.72
9.63
8.74
15.66
6
8.22
61.95
20.56
41.65
107.22
25.03
42.44
107.61
17.1
15.93
10.06
4.65
14.99
10.3
73.83
73.83
7.02
13.3
86.02
35.16
11.38
7.65
6.97
96.02
96.02
12.6
12.6
6.1
5
89.67
29.7
15.48
15.48
16.33
15.07
15.07
47.87
15.8
4.76
0.1
0.2
1.98
4.98
14.23
152.12
5.29
12.72
11.33
5.56
17.27
11.21
13.32
8.14
81.3
10.94
143.52
27.76
68.2
4.16
2.35
1.04
3.68
3.73
0.17
4.88
2.11
5.57
9.88
1.9
1.55
3.37
3.37
17.65
12.13
12.13
8.89
9.83
3.69
22.96
7.46
4.38
2.46
5.68
5.02
25.92
4.66
1.62
1.61
1.11
164.52
21.05
35
26.99
13.4
5.02
2.85
10.5
9.29
6.16
39.19
36.93
10.35
9.2
16.68
346.63
359.25
14.34
16.23
7.27
4.71
4.71
5.14
10.5
1.56
1.91
7.51
3.91
3.32
16.75
0.74
0.68
4.79
2.58
19.06
3.97
0.87
3.67
0.98
3.2
11.21
28.6
16.13
51.14
45.57
33.07
29.85
26.33
2.65
72.48
29.78
5.56
7.64
18.13
9.93
9.93
17
2.59
1.67
7.57
61.92
6.88
4.32
53.41
37.31
1.96
19.9
112.2
92.59
13.33
11.56
7.04
28.48
10.43
225.68
67.37
20.9
8.22
57.6
15.15
0.56
25.71
4.4
2.29
3.52
12.79
29.94
22.64
28.21
9.79
15.2
30.66
19.77
30.09
44.8
91.22
9.48
7.23
9.84
5.68
8.99
4.01
7.03
10.57
29.48
34.37
97.92
90.72
43.22
8.8
12.76
21.18
27.01
8.53
8.11
13.4
23.78
9.17
8.8
9.53
7.49
10.05
13.3
15.7
7.99
4.34
9.62
12.14
39.91
2.49
18.29
18.7
21.43
19.41
7.77
16.36
2.23
60.07
5.96
71.84
8.67
26.61
2.77
111.34
104.73
3.01
32.24
10.84
16.76
15.88
17.37
57.74
5.27
3.34
8.99
12.85
8
11.34
13.38
11.56
26.82
1.22
6.45
34.87
39.28
2
6.21
34.38
39.64
39.38
25.92
32.02
15.9
20.91
21.43
7.05
13.61
8.57
10.64
15.16
9.33
11.57
23.34
117.48
185.26
259.27
13.42
59.82
9.69
25.02
86.99
3.13
4.65
4.48
134.98
171.1
140.16
246.7
24.6
19.49
30.85
36.83
8.06
17.15
233.45
38.12
125.63
77.76
14.6
7.13
148.89
127.22
7.72
29.59
50.58
29.53
5.99
14.99
34.24
46.78
17.12
10.88
10.35
2.09
18.68
8.76
4.26
11.33
9.11
28.2
7.62
26.81
15.74
12.88
6.2
63.51
305.22
4.63
20.44
53
122
154
26.66
50
50
24.39
7.65
7.22
90.93
85.4
279.42
74.85
0.53
0.57
29.84
22.45
35.96
27.01
5.99
160.76
53.48
61.04
25.99
30.02
94.92
166.25
75.23
75.23
30.78
28.33
31.51
46.74
7.98
13.5
14.38
20.96
2.59
19.62
25.3
75
25.84
277.38
7.5
5.6
60.65
8.86
8
7
0.39
0.53
0.46
9.3
10.54
13.41
15.16
11.76
39.34
88.97
25.65
90.1
25.51
19.4
93.51
2.13
2.38
12.17
6.5
10.1
51.22
51.22
71.55
71.55
79.21
86.58
11.01
20.2
11.52
23.87
33.41
10.9
7.64
66.03
9.45
11.42
14.89
13.75
5.71
34.55
279.38
16.18
23.53
2.39
70.23
3.33
8.89
8.89
13
13
11.75
38.87
27.13
22.9
27.36
22.59
221.85
21.76
18.68
10.97
6.8
29.39
101.22
51.26
15.09
50.45
45.61
11.95
55.76
50.32
27.64
36.4
44.62
4.94
13.04
58.03
39.08
42.78
31.07
53.36
9.86
26.15
101.22
11.48
20.78
28.44
73.2
21.31
76.77
44.48
44.3
28.82
0.22
34.67
24.02
21.62
0.65
6.95
2.53
47.32
75.15
64.34
5.14
8.07
10.79
19.61
14.14
58.01
9.06
13.64
28.85
15.63
29.85
205.17
2.55
36.77
12
12.85
12.85
2.15
19.38
114.16
27.36
1.14
14.89
13.75
47.4
62.39
11.19
3.82
13.63
2.91
15.86
19.99
34.82
0.91
1.96
1.83
1.83
1.59
1.89
50.8
20.02
13.33
20.37
29.08
1.96
1.96
31.97
98.85
9.45
6.75
12.59
16.49
21.53
223.58
28.33
32.5
29.43
29.78
72.07
29.02
1.87
237.96
29.54
16.57
28.23
79
32.47
85.48
18.93
9.49
65.05
29.1
8.94
8.94
13.7
12.9
29.96
136.21
79.19
6.85
9.72
127.69
75.84
4.89
18.6
8.2
55.1
55.78
10.6
15.94
32.67
10.92
11.63
122.73
117.72
16.08
16.79
12.37
9.23
8.37
29.73
19.03
16.35
6.04
38.21
13.27
122.73
21
30
7.83
18.36
55.1
3.44
25.01
110.32
76.2
11.83
12.56
5.25
9.87
0.41
3.35
26.04
22.75
12.55
19.67
79.29
29.66
12.77
59.64
33.02
19.63
35.92
37.4
16.93
26.85
21.5
56.82
29.19
8
109.5
9.33
5.71
31.81
5.3
10.77
15.41
2.49
80.1
3.92
18.35
37.52
6.72
6.03
14.44
21.75
3.42
13.65
27.36
42.43
31.04
16.72
30.22
14.61
16.27
2.21
2.55
16.25
11.35
10.49
10
10
73.72
35.37
1.12
3.56
1.42
29.97
28.11
16.76
89.34
23.05
38.24
13.81
14.04
14.23
28.78
30.59
4.65
33.25
123.72
88.23
7.53
91.28
8.13
127.08
125.51
2.49
6.16
10.31
17.89
13.21
1.1
28.16
71.7
69.64
9.16
6.34
24.18
18.5
15.01
95.16
7.14
1.09
27.05
24.52
14.56
17.21
14.23
21.51
158.85
13.56
16.66
15.71
150.69
150.69
32.33
39.9
18.62
30.6
20.62
71.8
2.9
20.24
28.81
21.83
33.64
35.9
16.25
6.69
16.73
20.96
1.42
124.37
21.2
19.96
6.03
21.77
4.88
9.01
9
26.13
91.49
21.93
9.79
25.99
56.79
74.9
118.55
5.88
3.67
64.33
71
66.84
3.76
15.18
10.33
11.09
13.55
13.55
15.23
45.58
3.67
17.09
13.07
6.76
17.5
14.56
52.33
7.16
8.21
21.07
10.11
42.93
15.71
91.07
55.11
54.27
112.02
15.69
5.47
10.41
12.31
17.71
15.29
17.38
2.52
3.66
2.52
11.32
5.55
9.66
11.79
114.93
43.74
37.15
12.75
58.09
72.21
28.48
28.48
60.97
30.66
1.14
1.85
22.22
8.67
125.97
95.14
21.92
45.18
31.92
7.45
16.95
27.89
15.58
11.38
10.17
5.99
15.58
13.71
81.33
23.26
12.77
104.03
22.22
36.43
13.01
12.81
20.84
26.93
29.72
29.53
8.57
21.86
23.31
31.58
63.94
14.67
2.34
4.43
80.49
5.69
21.01
22.36
8.88
74.93
80.31
8.78
12.09
16.69
42.89
14.4
72.23
42.66
82.74
18.51
12.19
35.6
80.15
2.18
3.99
2.29
9.18
28.36
9.79
17.8
48.7
89.42
67.3
8.42
3.44
5.73
20.43
31.63
14.84
0.53
23.35
29.59
17.06
38.04
12.63
12.95
12.9
316.97
16.34
22.13
1.92
39.5
63.33
31.72
63.09
13.38
14.13
9.9
4.18
17.02
6.14
30.03
42.65
10.26
255.33
255.33
4.26
21.44
31.91
14.25
5.53
23.4
16.77
91.09
115.89
45
30.91
16.37
21.79
109.31
20.12
15.87
102.78
48.34
20.97
20.9
44.81
48.22
14.32
26.47
16.17
7.93
20.29
53.57
7.85
31.76
11.76
47.98
19.25
105.5
42.12
31
57.22
67.16
0.67
31.8
40.35
9.49
2.59
10.49
29.23
78.56
66.11
52.16
17.71
178.06
178.06
23.52
5.91
3.55
17.83
18.16
71.21
11.09
3.06
2.48
6.95
146.13
38.72
32.92
34.76
56.59
5.95
3.01
15.57
21.64
1.5
12.25
14.1
21.25
68.21
6.98
78.53
23.1
96.27
59.37
12.8
40.53
4.99
15.29
20.43
30.29
103.25
44.71
56.9
69.25
75.96
16.23
70
36.36
13.28
26.02
13.08
5.49
43.34
20.33
24.98
12.13
59.85
29.55
2.91
87.55
3.03
167.24
39.71
9.13
9.1
24.83
7.22
15.23
9.59
26.54
9.42
6.75
9.71
69.1
35.1
80.58
68.05
28.58
21.36
10.66
9.85
23.19
24.6
21.05
47.48
25.96
25.96
28.04
11.15
35.63
8.3
4.27
6.35
13.74
31.19
31.98
6.61
43.3
5.91
31.44
105.01
95.57
96.35
390
11.67
4.93
46.03
38.08
45.4
30.51
17.23
7.88
3.56
5.39
6.34
10.14
18.3
12.36
58.44
84.93
79.81
569.1
303.77
14.36
48.89
6.11
15.83
23.01
14.85
23.85
330.37
25.22
39.13
74.28
11.93
6.54
161.24
36.28
44.64
25.35
5.95
16.34
11.96
38.49
40.85
30.75
34.16
26.06
18.62
31.1
11.57
104.82
80.42
2.55
9.75
22.86
16.99
2.97
11.5
92.16
10.05
7.13
37.89
11.96
5.44
4.97
4.81
43.46
90.52
90.52
62.24
10.12
29.94
52.14
56.07
12.89
141.6
10.79
16.81
22.08
1.15
21.62
1.66
13.07
12.2
81.33
2.09
7.65
2.72
12
5.9
15.15
20.31
11.7
48.24
10.7
13.72
2.92
9.44
34.13
96.19
25.74
4.22
32.91
57.12
26.22
5.43
46.43
15.4
7.48
0.96
0.95
0.71
1.02
0.67
10.08
10
11.36
14.88
88.17
8.47
49.34
3.26
25.92
15.33
71.63
5.93
16.03
8.13
1.35
13.87
10.6
77.44
74.67
126.16
3.46
59.16
27.54
41.91
27.12
27.12
150.82
22.05
23.84
15.23
9.82
87.97
10.74
12.2
39.31
26.83
26.83
8.21
152.25
152.25
23.47
37.27
20.25
3.56
6.67
97.77
13.69
128.95
41.44
1.6
26.44
32.98
32.21
12.25
0.71
1.45
1.82
2.76
1.31
1.14
1.32
1.42
1.33
38.45
33.15
5.06
17.49
6.37
13.58
89.42
103.38
178.4
39.71
18.71
7.77
125
115.71
1.45
1.76
1
1.19
1.64
1.18
1.23
45.28
10.36
38.04
4.39
11.84
14.84
57
57
40.37
10.89
23.01
17.4
0.77
9.59
19.28
7.24
12.3
31.71
8.91
26.42
4.39
73.53
88.08
13.02
28.79
38.1
33.06
18.23
17.88
20.3
12.48
22.44
108.78
113.76
4.14
43.09
12.62
0.18
23.85
62.09
9.62
10.63
20.37
228.41
2.33
1.14
3.99
22.47
19.8
8.68
4.76
20.37
4.86
104.19
50.64
26.15
26.15
141.74
143.94
37.95
19.26
67.99
34.05
149.78
21.6
48.97
103.74
4.95
137.05
5.61
18.3
300.61
29.9
8.74
99.63
37.41
186.4
5.95
6.85
21.68
10.69
77.69
63.85
2750
56.08
13.08
62.84
9.66
117.25
96.75
73.8
25.94
22.15
24.95
31.75
4.51
4.51
18.04
7.04
57.41
10.75
55.34
47.55
12.94
16.8
85.69
0.33
13.93
26.3
18.05
26.54
6.77
3.63
14.23
26.52
72.35
29.47
9.84
3.6
15.74
14.08
9.52
8.1
2.82
16.88
25.35
81
12.15
30.03
23.28
3.09
36.01
45.52
21.81
154.47
28.13
10.09
4.91
4.43
44.7
3.19
11.51
15.33
0.29
0.27
1.75
34.97
83.43
20.7
20.83
31.22
